Player_Name,Position,Market_Value_M,Club,Goals,Assists,ICT_Index,Status,Form_Index
Buendia,MF,5.7,Aston Villa,0,0,0.0,🔴 مصاب,50.0
Cash,DF,4.5,Aston Villa,2,2,107.1,🔴 مصاب,96.71000000000001
Chambers,DF,3.8,Aston Villa,0,1,5.1,🟢 جاهز,53.51
Coutinho,MF,5.8,Aston Villa,0,0,1.8,⚪ غير معروف,50.36
Davis,FW,4.9,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Dendoncker,MF,4.9,Aston Villa,1,1,10.0,⚪ غير معروف,61.0
Diego Carlos,DF,4.4,Aston Villa,0,0,53.2,🟢 جاهز,91.32
Digne,DF,4.6,Aston Villa,1,4,125.1,🟢 جاهز,116.51
Douglas Luiz,MF,5.4,Aston Villa,9,5,201.1,🟢 جاهز,151.22
Duran,FW,5.0,Aston Villa,5,1,40.2,🟢 جاهز,97.04
Hause,DF,3.9,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Iroegbunam,MF,4.4,Aston Villa,0,0,2.1,🟢 جاهز,50.42
Kamara,MF,5.0,Aston Villa,0,1,59.1,🔴 مصاب,66.82
Konsa,DF,4.5,Aston Villa,1,1,95.0,🟢 جاهز,110.5
Martinez,GK,5.2,Aston Villa,0,0,82.2,🟢 جاهز,208.0
McGinn,MF,5.3,Aston Villa,6,5,169.4,🟢 جاهز,132.88
Mings,DF,4.1,Aston Villa,0,0,2.2,🔴 مصاب,50.22
Olsen,GK,3.9,Aston Villa,0,0,19.5,🟢 جاهز,66.0
Philogene,MF,4.5,Aston Villa,0,0,0.3,⚪ غير معروف,50.06
J.Ramsey,MF,5.9,Aston Villa,1,1,46.7,🔴 مصاب,68.34
Sanson,MF,4.5,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Sinisalo,GK,4.0,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Tielemans,MF,5.6,Aston Villa,2,6,83.3,🔴 مصاب,104.66
Bertrand Traoré,MF,5.0,Aston Villa,0,0,0.3,⚪ غير معروف,50.06
Watkins,FW,8.9,Aston Villa,19,18,302.8,🟢 جاهز,315.56
Wesley,FW,5.0,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Pau,DF,4.6,Aston Villa,2,0,76.6,🟢 جاهز,105.66
Diaby,MF,6.3,Aston Villa,6,11,180.6,🟢 جاهز,165.12
Kellyman,MF,4.5,Aston Villa,0,0,0.5,🟢 جاهز,50.1
Marschall,GK,4.0,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Zaniolo,MF,5.4,Aston Villa,2,0,61.9,🔴 مصاب,70.38
Zych,GK,4.0,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Lenglet,DF,4.5,Aston Villa,0,1,39.5,🟢 جاهز,68.95
Proctor,GK,4.0,Aston Villa,0,0,0.0,🟢 جاهز,50.0
O'Reilly,MF,4.5,Aston Villa,0,0,0.0,⚪ غير معروف,50.0
Wright,GK,4.0,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Kesler-Hayden,DF,4.0,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Rogers,MF,5.0,Aston Villa,3,1,44.5,🔴 مصاب,75.9
Gauci,GK,3.9,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Munroe,DF,4.0,Aston Villa,0,0,0.1,🟢 جاهز,50.01
Young,MF,4.5,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Emery,GK,4.0,Aston Villa,0,0,0.0,🟢 جاهز,50.0
Anthony,MF,4.9,Bournemouth,0,0,3.0,⚪ غير معروف,50.6
Billing,MF,5.1,Bournemouth,2,3,88.3,🟢 جاهز,90.66
Brooks,MF,4.7,Bournemouth,1,1,31.4,⚪ غير معروف,65.28
Christie,MF,5.0,Bournemouth,0,5,175.4,🟢 جاهز,110.08000000000001
L.Cook,MF,4.8,Bournemouth,0,3,127.2,🟢 جاهز,90.44
Siriki,MF,4.5,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Fredericks,DF,4.3,Bournemouth,0,0,0.0,🔴 مصاب,50.0
Hill,DF,4.0,Bournemouth,0,0,3.5,🟢 جاهز,50.35
Kelly,DF,4.5,Bournemouth,0,1,46.9,🟢 جاهز,81.69
Kilkenny,MF,4.3,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Kluivert,MF,4.6,Bournemouth,7,1,126.4,🟢 جاهز,108.28
Lowe,MF,4.9,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Marcondes,MF,4.3,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Mepham,DF,4.3,Bournemouth,0,1,21.0,🟡 مشكوك بمشاركته,61.1
Moore,FW,4.6,Bournemouth,1,0,14.1,⚪ غير معروف,59.82
Neto,GK,4.6,Bournemouth,0,0,87.5,🟢 جاهز,222.0
O.Dango,MF,4.7,Bournemouth,1,2,87.8,🟢 جاهز,81.56
Pearson,MF,4.5,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Randolph,GK,3.9,Bournemouth,0,0,0.0,🟢 جاهز,50.0
Rothwell,MF,4.8,Bournemouth,0,0,11.6,⚪ غير معروف,52.32
Semenyo,FW,4.5,Bournemouth,8,4,166.8,🟢 جاهز,155.36
Senesi,DF,4.4,Bournemouth,4,5,119.7,🟢 جاهز,136.97
Smith,DF,4.4,Bournemouth,0,3,66.1,🟢 جاهز,113.61
Solanke,FW,6.9,Bournemouth,19,3,272.7,🟢 جاهز,249.54
Tavernier,MF,5.0,Bournemouth,3,4,157.8,🟢 جاهز,113.56
Hamed Traorè,MF,4.7,Bournemouth,0,0,5.7,⚪ غير معروف,51.14
Travers,GK,4.0,Bournemouth,0,0,9.3,🟢 جاهز,82.0
Zabarnyi,DF,4.4,Bournemouth,1,0,91.5,🟢 جاهز,113.15
Kerkez,DF,4.4,Bournemouth,0,2,67.7,🟢 جاهز,98.77
Radu,GK,4.3,Bournemouth,0,0,3.3,🟢 جاهز,46.0
Greenwood,DF,4.0,Bournemouth,0,0,0.0,⚪ غير معروف,50.0
Aarons,DF,4.4,Bournemouth,0,1,31.8,🟢 جاهز,68.18
Scott,MF,4.9,Bournemouth,1,1,60.7,🟢 جاهز,71.14
Adams,MF,4.9,Bournemouth,0,0,4.9,🟢 جاهز,50.98
Sinisterra,MF,5.5,Bournemouth,2,2,81.7,🔴 مصاب,84.34
Faivre,MF,5.0,Bournemouth,0,0,1.8,🟢 جاهز,50.36
Kinsey,DF,4.0,Bournemouth,0,0,0.0,🟢 جاهز,50.0
Enes Ünal,FW,5.0,Bournemouth,2,4,43.7,🟢 جاهز,88.74
Sadi,MF,4.5,Bournemouth,0,0,0.0,🟢 جاهز,50.0
Dacosta Gonzalez,MF,4.5,Bournemouth,0,0,0.0,🟢 جاهز,50.0
McKenna,GK,4.0,Bournemouth,0,0,0.0,🟢 جاهز,50.0
Ajer,DF,4.4,Brentford,2,1,79.7,🟢 جاهز,102.97
Balcombe,GK,3.9,Brentford,0,0,0.0,🟢 جاهز,50.0
Baptiste,MF,4.3,Brentford,1,1,20.6,🟢 جاهز,63.12
Bech,DF,4.0,Brentford,0,0,0.0,⚪ غير معروف,50.0
Bidstrup,MF,4.5,Brentford,0,0,0.0,⚪ غير معروف,50.0
Canós,MF,5.0,Brentford,0,0,0.0,⚪ غير معروف,50.0
Collins,DF,4.5,Brentford,1,1,98.7,🟡 مشكوك بمشاركته,110.87
Cox,GK,4.0,Brentford,0,0,0.0,⚪ غير معروف,50.0
Damsgaard,MF,4.8,Brentford,0,4,44.7,🟢 جاهز,78.94
Dasilva,MF,4.7,Brentford,0,0,3.6,🔴 مصاب,50.72
Dervişoğlu,FW,4.5,Brentford,0,0,0.0,⚪ غير معروف,50.0
Flekken,GK,4.7,Brentford,0,1,96.2,🟢 جاهز,210.0
Goode,DF,3.9,Brentford,0,0,0.0,⚪ غير معروف,50.0
Henry,DF,4.2,Brentford,0,1,15.7,🔴 مصاب,60.57
Hickey,DF,4.3,Brentford,0,0,12.9,🔴 مصاب,63.29
Janelt,MF,5.2,Brentford,1,4,135.3,🟢 جاهز,101.06
Jensen,MF,5.2,Brentford,3,4,130.4,🟢 جاهز,108.08
Lewis-Potter,MF,4.7,Brentford,3,2,105.6,🟢 جاهز,93.12
Mbeumo,MF,6.8,Brentford,9,7,170.1,🟢 جاهز,155.02
Mee,DF,4.7,Brentford,2,1,54.2,🔴 مصاب,76.42
Nørgaard,MF,5.2,Brentford,2,1,121.8,🟢 جاهز,87.36
Onyeka,MF,4.9,Brentford,1,2,62.6,🟡 مشكوك بمشاركته,76.52
Pinnock,DF,4.5,Brentford,2,0,94.2,🟢 جاهز,101.42
Roerslev,DF,4.4,Brentford,1,2,76.3,🟢 جاهز,99.63
Schade,MF,5.2,Brentford,2,2,26.2,🟢 جاهز,73.24
Strakosha,GK,3.9,Brentford,0,0,4.3,🟢 جاهز,58.0
Toney,FW,7.7,Brentford,4,3,101.7,🟢 جاهز,110.34
Trevitt,MF,4.5,Brentford,0,0,0.0,⚪ غير معروف,50.0
Wissa,FW,5.7,Brentford,12,4,173.2,🟢 جاهز,184.64
Yarmoliuk,MF,4.2,Brentford,0,0,29.0,🟢 جاهز,55.8
Zanka,DF,4.3,Brentford,1,0,40.0,🟢 جاهز,72.0
Maupay,FW,4.9,Brentford,6,3,112.6,🟢 جاهز,126.52
Reguilón,DF,4.5,Brentford,0,6,93.8,🟢 جاهز,107.38
Olakigbe,MF,4.5,Brentford,0,0,3.5,⚪ غير معروف,50.7
Brierley,MF,4.5,Brentford,0,0,0.0,🟢 جاهز,50.0
Ghoddos,MF,4.5,Brentford,1,0,35.1,🟢 جاهز,61.02
Kim Ji-Soo,DF,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Adedokun,DF,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Peart-Harris,MF,4.5,Brentford,0,0,1.5,⚪ غير معروف,50.3
Angelini,GK,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Valdimarsson,GK,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Fredrick,DF,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Arthur,DF,4.0,Brentford,0,0,0.0,🟢 جاهز,50.0
Konak,MF,4.5,Brentford,0,0,0.0,🟢 جاهز,50.0
Adingra,MF,5.0,Brighton,6,1,173.4,🟢 جاهز,113.68
Alzate,MF,4.4,Brighton,0,0,0.0,⚪ غير معروف,50.0
Ayari,MF,4.5,Brighton,0,0,0.0,⚪ غير معروف,50.0
Buonanotte,MF,4.7,Brighton,3,1,78.4,🟢 جاهز,82.68
Connolly,FW,4.5,Brighton,0,0,0.0,⚪ غير معروف,50.0
Dahoud,MF,4.8,Brighton,0,1,21.7,⚪ غير معروف,59.34
Dunk,DF,5.2,Brighton,3,1,141.7,🔴 مصاب,115.17
Enciso,MF,5.0,Brighton,0,2,36.9,🟢 جاهز,67.38
Estupiñan,DF,4.7,Brighton,2,3,89.0,🔴 مصاب,97.9
Ferguson,FW,5.7,Brighton,6,1,77.3,🔴 مصاب,111.46000000000001
Gilmour,MF,4.8,Brighton,0,3,87.7,🟢 جاهز,82.54
Gross,MF,6.1,Brighton,4,11,309.9,🟢 جاهز,182.98
João Pedro,FW,5.2,Brighton,9,3,213.4,🟢 جاهز,167.68
Karbownik,DF,4.0,Brighton,0,0,0.0,⚪ غير معروف,50.0
Kozłowski,MF,4.5,Brighton,0,0,0.0,⚪ غير معروف,50.0
Lallana,MF,4.9,Brighton,0,1,45.8,🟢 جاهز,64.16
Lamptey,DF,3.9,Brighton,0,3,37.6,🟢 جاهز,68.76
March,MF,6.1,Brighton,3,1,46.4,🔴 مصاب,76.28
McGill,GK,3.9,Brighton,0,0,0.0,🟢 جاهز,50.0
Milner,MF,4.8,Brighton,0,2,46.8,🔴 مصاب,69.36
Mitoma,MF,6.4,Brighton,3,7,134.0,🔴 مصاب,123.8
Moder,MF,4.4,Brighton,0,0,25.4,🟢 جاهز,55.08
Sarmiento,MF,4.5,Brighton,0,0,0.0,⚪ غير معروف,50.0
Scherpen,GK,4.0,Brighton,0,0,0.0,⚪ غير معروف,50.0
Steele,GK,4.0,Brighton,0,0,38.2,🟢 جاهز,84.0
Undav,FW,5.5,Brighton,0,0,0.0,⚪ غير معروف,50.0
Van Hecke,DF,4.0,Brighton,0,0,98.5,🔴 مصاب,89.85
Veltman,DF,4.3,Brighton,1,1,51.8,🔴 مصاب,82.18
Verbruggen,GK,4.4,Brighton,0,0,54.3,🟢 جاهز,156.0
Webster,DF,4.2,Brighton,0,0,39.7,🟢 جاهز,65.97
Welbeck,FW,5.7,Brighton,5,4,114.0,🟢 جاهز,123.8
Zeqiri,FW,4.4,Brighton,0,0,0.0,⚪ غير معروف,50.0
Igor,DF,4.3,Brighton,0,0,45.8,🟢 جاهز,66.58
Hinshelwood,MF,4.5,Brighton,3,0,55.0,🔴 مصاب,73.0
Baleba,MF,4.5,Brighton,0,0,38.8,🟢 جاهز,57.76
Ansu Fati,MF,6.4,Brighton,2,1,50.5,🟢 جاهز,73.1
O’Mahony,FW,4.5,Brighton,0,0,1.3,🟢 جاهز,50.26
Baker-Boaitey,MF,4.5,Brighton,0,0,1.9,🟢 جاهز,50.38
Jackson,DF,4.0,Brighton,0,0,0.0,🟢 جاهز,50.0
Duffus,MF,4.4,Brighton,0,0,0.0,🟢 جاهز,50.0
Kavanagh,DF,4.0,Brighton,0,0,0.0,🟢 جاهز,50.0
Barrington,MF,4.5,Brighton,0,0,0.0,🟢 جاهز,50.0
Peupion,MF,4.5,Brighton,0,0,0.0,🟢 جاهز,50.0
Barco,DF,4.0,Brighton,0,0,15.5,🟢 جاهز,51.55
Chouchane,MF,4.5,Brighton,0,0,0.0,🟢 جاهز,50.0
Offiah,DF,4.0,Brighton,0,0,1.6,🟢 جاهز,50.16
Atom,DF,4.0,Brighton,0,0,0.0,🟢 جاهز,50.0
Agyei,MF,4.2,Burnley,0,0,0.0,🟢 جاهز,50.0
Al-Dakhil,DF,3.8,Burnley,1,0,32.0,🔴 مصاب,59.2
Bastien,MF,4.9,Burnley,0,0,0.0,⚪ غير معروف,50.0
Benson,MF,5.2,Burnley,0,0,7.5,🟢 جاهز,51.5
Beyer,DF,3.9,Burnley,0,1,41.3,🔴 مصاب,69.13
Brownhill,MF,4.7,Burnley,4,2,123.5,🟢 جاهز,100.7
Churlinov,MF,4.4,Burnley,0,0,0.0,⚪ غير معروف,50.0
Cork,MF,4.8,Burnley,0,0,1.1,🟢 جاهز,50.22
Costelloe,MF,4.5,Burnley,0,0,0.0,⚪ غير معروف,50.0
Cullen,MF,5.0,Burnley,2,4,98.9,🟢 جاهز,97.78
Egan-Riley,DF,3.9,Burnley,0,0,0.0,⚪ غير معروف,50.0
Ekdal,DF,3.9,Burnley,0,0,10.7,🟢 جاهز,57.07
Foster,FW,4.7,Burnley,5,3,109.6,🟢 جاهز,118.92
Franchi,GK,3.9,Burnley,0,0,0.0,⚪ غير معروف,50.0
Gudmundsson,MF,4.8,Burnley,1,3,91.0,🟢 جاهز,87.2
McNally,DF,4.0,Burnley,0,0,0.0,⚪ غير معروف,50.0
Muric,GK,4.3,Burnley,0,0,55.3,🟢 جاهز,146.0
O'Shea,DF,4.4,Burnley,3,4,117.7,🟢 جاهز,103.77
Obafemi,FW,4.9,Burnley,0,0,1.7,⚪ غير معروف,50.34
Peacock-Farrell,GK,4.0,Burnley,0,0,0.0,⚪ غير معروف,50.0
Roberts,DF,4.3,Burnley,0,1,25.7,⚪ غير معروف,55.57
Rodriguez,FW,5.3,Burnley,2,1,42.6,🟢 جاهز,76.52
Taylor,DF,3.9,Burnley,1,1,73.3,🟢 جاهز,78.33
Thomas,DF,4.0,Burnley,0,0,0.0,⚪ غير معروف,50.0
Twine,MF,4.9,Burnley,0,0,0.0,⚪ غير معروف,50.0
Vigouroux,GK,3.9,Burnley,0,0,0.0,🟢 جاهز,50.0
Vitinho,DF,4.4,Burnley,0,3,73.0,🟢 جاهز,78.3
Weghorst,FW,5.5,Burnley,0,0,0.0,⚪ غير معروف,50.0
Zaroury,MF,4.6,Burnley,0,0,5.6,⚪ غير معروف,51.12
D.D.Fofana,FW,5.0,Burnley,4,1,59.2,🟢 جاهز,93.84
Berge,MF,4.6,Burnley,1,2,114.3,🟢 جاهز,86.86
Amdouni,FW,5.1,Burnley,5,1,112.4,🟢 جاهز,111.48
Trafford,GK,4.4,Burnley,0,0,90.7,🟢 جاهز,154.0
Redmond,MF,4.7,Burnley,0,0,9.4,🔴 مصاب,51.88
Koleosho,MF,4.8,Burnley,1,2,44.5,🟡 مشكوك بمشاركته,72.9
Bruun Larsen,MF,4.8,Burnley,6,0,119.5,🟢 جاهز,97.9
Dodgson,DF,4.0,Burnley,0,0,0.0,⚪ غير معروف,50.0
Odobert,MF,5.0,Burnley,3,4,121.1,🟢 جاهز,106.22
Delcroix,DF,4.0,Burnley,0,0,20.9,🟢 جاهز,52.09
A.Ramsey,MF,5.0,Burnley,0,0,12.7,🔴 مصاب,52.54
Massengo,MF,4.9,Burnley,0,0,0.3,🟢 جاهز,50.06
M.Trésor,MF,5.2,Burnley,0,0,18.0,🟢 جاهز,53.6
Assignon,DF,4.0,Burnley,1,2,56.6,🟢 جاهز,67.66
Estève,DF,4.0,Burnley,0,0,29.9,🟢 جاهز,52.99
Caicedo,MF,4.5,Chelsea,1,3,108.2,🟢 جاهز,90.64
Sanchez,GK,4.5,Chelsea,0,0,45.2,🟡 مشكوك بمشاركته,130.0
Ampadu,DF,4.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Andrey,MF,4.2,Chelsea,0,0,0.2,⚪ غير معروف,50.04
Arrizabalaga,GK,5.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Aubameyang,FW,6.5,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Azpilicueta,DF,4.5,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Baba,DF,4.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
B.Badiashile,DF,4.4,Chelsea,0,1,47.5,🟢 جاهز,75.75
Bettinelli,GK,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
Chalobah,DF,4.3,Chelsea,1,0,33.4,🟢 جاهز,77.34
Chilwell,DF,5.4,Chelsea,0,2,48.0,🟢 جاهز,66.8
Chukwuemeka,MF,4.2,Chelsea,1,1,19.9,🟢 جاهز,62.98
Colwill,DF,4.6,Chelsea,1,1,67.2,🟢 جاهز,95.72
Cucurella,DF,4.9,Chelsea,0,3,79.3,🟢 جاهز,90.93
Enzo,MF,4.8,Chelsea,3,3,146.3,🔴 مصاب,106.26
W.Fofana,DF,4.4,Chelsea,0,0,0.0,🔴 مصاب,50.0
Gallagher,MF,5.4,Chelsea,5,8,197.4,🟢 جاهز,149.48000000000002
Gusto,DF,4.3,Chelsea,0,6,110.4,🟢 جاهز,109.04
James,DF,5.3,Chelsea,0,2,37.1,🟡 موقوف,59.71
Lukaku,FW,6.8,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Madueke,MF,5.3,Chelsea,5,3,102.8,🟢 جاهز,105.56
Mudryk,MF,6.3,Chelsea,5,5,122.4,🔴 مصاب,119.48
N.Jackson,FW,7.0,Chelsea,14,6,237.7,🟢 جاهز,219.54
Nkunku,FW,7.2,Chelsea,3,0,42.7,🟢 جاهز,79.54
Pulisic,MF,5.5,Chelsea,0,0,0.0,⚪ غير معروف,50.0
M.Sarr,DF,4.3,Chelsea,0,0,0.0,🟢 جاهز,50.0
Slonina,GK,4.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Sterling,MF,6.8,Chelsea,8,8,172.1,🟢 جاهز,156.42000000000002
T.Silva,DF,5.0,Chelsea,3,1,110.6,🟢 جاهز,124.06
Ziyech,MF,5.4,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Palmer,MF,6.3,Chelsea,22,13,327.8,🟢 جاهز,268.56
Ângelo,MF,5.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Maatsen,MF,5.1,Chelsea,0,0,10.3,⚪ غير معروف,52.06
Disasi,DF,4.9,Chelsea,2,0,85.1,🟢 جاهز,100.51
Ugochukwu,MF,4.4,Chelsea,0,0,10.9,🟢 جاهز,52.18
Burstow,FW,4.5,Chelsea,0,0,0.3,⚪ غير معروف,50.06
Bergström,GK,3.9,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Lavia,MF,4.9,Chelsea,0,0,0.6,🔴 مصاب,50.12
Humphreys,DF,4.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Deivid,FW,4.5,Chelsea,0,0,0.4,🟢 جاهز,50.08
Beach,GK,4.0,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Diego Moreira,MF,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Petrović,GK,4.7,Chelsea,0,0,56.8,🟢 جاهز,164.0
Gilchrist,DF,4.0,Chelsea,1,0,11.1,🟢 جاهز,63.11
Stutter,FW,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Matos,MF,4.5,Chelsea,0,0,0.0,⚪ غير معروف,50.0
Brooking,DF,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
Castledine,MF,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Casadei,MF,4.5,Chelsea,0,0,5.1,🟢 جاهز,51.02
Samuels-Smith,DF,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
Harrison,MF,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Tauriainen,MF,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Acheampong,DF,4.0,Chelsea,0,0,1.5,🟢 جاهز,50.15
Sharman-Lowe,GK,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
George,FW,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Dyer,MF,4.5,Chelsea,0,0,0.0,🟢 جاهز,50.0
Curd,GK,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
Sturge,DF,4.0,Chelsea,0,0,0.0,🟢 جاهز,50.0
Holding,DF,4.3,Crystal Palace,0,0,0.0,🟡 مشكوك بمشاركته,50.0
Ahamada,MF,4.3,Crystal Palace,0,0,12.9,🟢 جاهز,52.58
Andersen,DF,4.7,Crystal Palace,2,3,143.1,🟢 جاهز,145.31
J.Ayew,MF,5.3,Crystal Palace,4,7,151.1,🟢 جاهز,131.22
Clyne,DF,4.3,Crystal Palace,0,1,27.0,🟢 جاهز,85.7
C.Doucouré,MF,4.8,Crystal Palace,0,0,34.2,🔴 مصاب,56.84
Ebiowei,MF,4.4,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Edouard,FW,5.3,Crystal Palace,7,0,128.0,🟢 جاهز,124.6
Eze,MF,6.0,Crystal Palace,11,5,228.7,🟢 جاهز,164.74
Guaita,GK,4.4,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Guéhi,DF,4.2,Crystal Palace,0,1,56.1,🟢 جاهز,94.61
Hughes,MF,4.9,Crystal Palace,0,2,72.3,🔴 مصاب,74.46000000000001
Johnstone,GK,4.3,Crystal Palace,0,0,32.2,🔴 مصاب,126.0
Lerma,MF,4.7,Crystal Palace,1,1,102.4,🟢 جاهز,79.48
Mateta,FW,5.1,Crystal Palace,16,7,191.9,🟢 جاهز,228.38
Matthews,GK,3.9,Crystal Palace,0,0,0.1,🟢 جاهز,48.0
Mitchell,DF,4.5,Crystal Palace,2,3,127.4,🟢 جاهز,143.74
O'Brien,DF,4.0,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Olise,MF,5.7,Crystal Palace,10,6,175.4,🟢 جاهز,155.08
Plange,FW,4.5,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
C.Richards,DF,3.9,Crystal Palace,1,1,65.2,🟢 جاهز,89.52
Riedewald,MF,4.3,Crystal Palace,0,0,4.8,🟢 جاهز,50.96
Schlupp,MF,4.8,Crystal Palace,2,2,74.1,🟢 جاهز,82.82
Tomkins,DF,3.9,Crystal Palace,0,0,0.3,🟢 جاهز,50.03
Ward,DF,4.5,Crystal Palace,0,1,46.8,🟢 جاهز,87.68
Whitworth,GK,3.9,Crystal Palace,0,0,0.0,🟢 جاهز,50.0
Henderson,GK,4.4,Crystal Palace,0,0,43.7,🟢 جاهز,138.0
Matheus França,MF,4.8,Crystal Palace,0,2,16.5,🔴 مصاب,63.3
